reactant_000,reactant_001
Cc1ccccc1,OB(O)c1cccc(F)c1
COc1ccc2cc(CCC(C)=O)cc(F)c2c1,OCCO
CI,COc1cc2c(cc1OC(C)C)-c1c(-c3cccs3)c(CO)c(C(=O)N(C)C(C)(C)C)n1CC2
CCCc1ccc(B(O)O)cc1,Fc1cccc(Br)c1
CC(C)(C)OC(=O)NC1(CCc2ccc(O)c(C(F)F)c2)COC(C)(C)OC1,CCCCCCCCBr
CC(=O)O,NC(=NO)c1cc(OCc2ccccc2)c(OCc2ccccc2)c([N+](=O)[O-])c1
COC(=O)[C@H]1CC[C@H](C(=O)OC)NC1,O=C1c2ccccc2C(=O)N1CCOS(=O)(=O)C(F)(F)F
C=CC(=C)Cl,O=C1C=CC(=O)C2=C1OCCO2
CC(C)(C)OC(=O)N1CC2(C1)OCc1cc(C(=O)CC(S)(c3cc(Cl)c(F)c(Cl)c3)C(F)(F)F)ccc12,NOS(=O)(=O)O
CC(C)(C)OC(=O)CBr,Cc1cc(Sc2ccc(O)c(C)c2)ccc1O
CC(=O)/C=N/O,CC1(C)CC(=O)CC(=O)C1
C=CCI,CC(C)(C)C(=O)Nc1nc(Cl)ccc1Br
II,Oc1ccc(F)nc1
CC(C)n1ncnc1-c1cn2c(n1)-c1ccc(O)cc1OCC2,NC(=O)CBr
O=[N+]([O-])c1ccc(Cl)cc1,[O-]c1ccc(Cl)cc1
COc1ccc(Cl)c(N)c1,FC(F)(F)c1cc(Cl)nc(-c2ccccc2)n1
COCCBr,Cc1c(C(=O)OC(C)(C)C)c2cccnc2n1C(C)C(C)O
CCB(CC)c1cccnc1,Nc1ccc(F)c(Br)c1F
C=C(C)COc1ccc(C(C)=O)c2oc3ccccc3c(=O)c12,O=Cc1c(Cl)cccc1Cl
CC(C)S,O=C1c2ccc(F)nc2OCCN1Cc1ccccc1
BrCCc1ccccc1,c1c[nH]cn1
CCI,O=C(O)c1cn(C2CC2)c2c(F)c(N3CC4=C(CNC4)C3)c(F)cc2c1=O
CC(C)(C)OC(=O)c1cc(C(F)(F)F)ccc1CBr,Oc1ccc(I)cc1
BrBr,c1ccc(N2CCOCC2)cc1
COc1ccc(Cn2c3ccc(Cl)cc3c3c(C(=O)Oc4ccc([N+](=O)[O-])cc4)ccc(OC)c32)cc1,Nc1c(Cl)cncc1Cl
C1CCOC1,[OH-]
CC(C)(C)[Si](C)(C)Cl,N[C@H](CCO)c1ccc(Cl)c(Cl)c1
CNC,O=C(c1ccccc1)C(F)CC(F)N1CCC(O)(c2ccc(Cl)cc2)CC1
CCOC(=O)CSc1nccc(O)n1,O=C1CCC(=O)N1Br
CN1CCC(OC(c2cccc(SCCOS(C)(=O)=O)c2)c2nc3ccccc3s2)CC1,c1c[nH]nn1
CC1(C)OCC(CBr)O1,CCc1nn(Cc2cc[nH]n2)c2cccc(NC(=O)c3cnc4ccccn34)c12
COc1ccc(CO[C@@H]2[C@@H](OCc3ccc(OC)cc3)[C@H](Sc3ccccc3)O[C@H](CO)[C@H]2OCc2ccc(OC)cc2)cc1,[N-]=[N+]=Nc1ccc(CBr)cc1Cl
Cc1ccc2c3c(ccc2n1)OC[C@H](COS(=O)(=O)c1ccc(Br)cc1)O3,NCCc1csc2ccccc12
BrC1CCCCC1,O=C1c2ccccc2C(=O)N1O
O=Cc1cc2ccc(Cl)cc2nc1Cl,O=[Cr](=O)([O-])O[Cr](=O)(=O)[O-]
CC(C)O,CC(CCO)n1nnc(-c2cccc(Cl)c2)n1
CC(C)(C)OC(=O)OC(=O)[O-],O=C1CCCNCC1
Cc1cc(Nc2nc(C(=O)c3ccc(F)cn3)nc3ccccc23)n[nH]1,OCCO
C1=COCCC1,COC(=O)c1cc(-c2ccc(O)cc2)nc2[nH]nc(C3CC3)c12
COC(=O)c1ccc(Br)c(Cl)n1,COCCO
CC(C)Oc1ccc(C(=O)O)cc1,CCOC(=O)C(N)Cc1ccc(OC)c(OC)c1
COc1ccc(N)cc1OC1CCCC1,O=C1CCC(=O)C1
Clc1nc(Cl)c2cc(Br)ccc2n1,OCc1ccccc1
C#C[Si](C)(C)C,CCC[C@H]1CC[C@H](c2ccc(C#CI)cc2)CC1
N#Cc1ccc(Cl)cn1,Nc1cc(O)c(Cl)cc1F
COc1ccc(C)c(NCC=O)c1,O=C(Cl)CCl
CC(C)(C)ON1CC[C@H](OS(C)(=O)=O)C1=C=O,ON=C(c1ccccc1)c1ccccc1
CCCN(CCCCCC(=O)OCC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[K+]
CCOC(=O)C(F)(F)Cl,C[Si](C)(C)Cl
Brc1ccc2c3c([nH]c2n1)CCCC3,N#CC1=C(C#N)C(=O)C(Cl)=C(Cl)C1=O
CCNC(=O)c1ccc(N=[N+]=[N-])cc1,CCOC(=O)CC(=O)CC1CCCCC1
CC(C)Br,O=C1c2ccccc2C(=O)N1O
Cc1nsc(-c2ccc(Cl)nn2)n1,c1ccc2c(c1)OCC21CCNCC1
N=C(N)c1ccccc1F,SC(Cl)(Cl)Cl
NCCS,O=C1CCCCO1
Cc1cc(C)c([N+](=O)[O-])c(Nc2ccc(CCNC(=O)Oc3ccccc3)cc2)n1,Cc1ccc(S(N)(=O)=O)cc1
COC(CCBr)OC,O=Cc1cc(Cl)ncc1F
O=[N+]([O-])c1cccnc1Cl,Oc1ccccc1
CC(C)(C)[Si](C)(C)Cl,N#CC(O)C[C@H]1CCc2sc3ncnc(OC4CCC(N5CCOCC5)CC4)c3c21
CC(C)=O,CCOC(=O)c1cc2n(n1)-c1cc(I)ccc1OCC2Br
Cc1cc(C)n(-c2cc(OS(C)(=O)=O)c(Cl)cc2F)n1,O=[N+]([O-])O
NCCc1c[nH]c2ccc(OCc3ccccc3)cc12,O=Cc1cccc(Oc2ccccc2)c1
Cc1ccc(C(=O)O)c(O)n1,[O-]Cl
CC(=O)O,ClCc1cccc(Oc2ccccc2)c1
CC(C)(C)[Si](C)(C)Cl,O=[N+]([O-])c1ccc(Oc2ccc(CCCO)cc2)nc1
CN1CCN([C@H]2CC[C@@H](n3nc(I)c4c(N)ncnc43)CC2)CC1,CON=C(c1ccccc1)c1ccc(B2OC(C)(C)C(C)(C)O2)cc1
BrCCBr,N#CCc1ccon1
COc1ccc(C#N)cc1S(=O)(=O)NCCc1ccc(C(C)C)cc1N,O=C(O)Cc1nnnn1C(c1ccccc1)(c1ccccc1)c1ccccc1
COC(=O)c1ccc(O)cn1,O=S(=O)(OCC(F)(F)F)C(F)(F)F
CN(C)C=O,O=C1NC(=O)C(=Cc2ccc([N+](=O)[O-])cc2)S1
FCCCBr,Oc1ccc(-c2cn3cc(I)cnc3n2)cc1
Cc1ccc(C(=O)NC2CC2)cc1-c1ccc(-c2nnc(CN)o2)cc1,O=N[O-]
CC(C)CCN,CCOC=Nc1onc(C)c1C#N
CC(=O)OC[C@H]1O[C@@H](O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,O=C(CBr)c1cc(OCc2ccccc2)c(OCc2ccccc2)c(OCc2ccccc2)c1
Br,Cc1cccc([N+](=O)[O-])c1N
CCOC(=O)CCc1c[nH]nc1OCC,Cc1oc(-c2ccccc2)nc1COc1cc(CCl)on1
CC(C)(C)[Si](Cl)(c1ccccc1)c1ccccc1,O=C(Nc1ccccc1)/C(=C/Sc1ccccc1)CCCO
CC(=O)OCc1cc(Nc2ccc(C#N)cc2)ccc1Br,CI
CNc1ccc([N+](=O)[O-])cc1N,O=C(O)C(=O)O
CC(=O)c1ccccc1OCC(C)C,O=Cc1ccc2c(c1)OCO2
ClCCCI,Oc1ccc2c(c1)OCO2
CC(=O)c1ccc(C(=O)O)cc1,O=Cc1ccc(N2CCCC2)c(-c2cccs2)c1
CC(C)(C)OC(=O)N1C(=O)C2C(C(=O)[O-])C2C1C(=O)[O-],Nc1ccccc1
Nc1ncc(Br)nc1NCc1c[nH]c2ncccc12,O=N[O-]
BrCCCCBr,Cc1c(O[C@@H]2CCC[C@H](N)C2)ccc2c1cnn2C1CCCCO1
CC1(n2c(=O)[nH]c3ccccc32)CCN(Cc2ccccc2)CC1,CI
C=CCC(CC=O)OC,NO
COc1ccc(S(=O)(=O)c2ccc(C)cc2)c(C(C)C)c1,ClI
CC(C)(C)OC(=O)N1CCC(CO)CC1,CC(C)[Si](OCCCBr)(C(C)C)C(C)C
CCc1cc(N)ncc1I,Cl
CC(C)(C)c1cc(-c2cccc3c2C=CC3)cc(C(C)(C)C)c1,O=C1CCC(=O)N1Br
Cc1ccc(S(=O)(=O)OCCOc2ccc3[nH]nc(S(=O)(=O)c4cccc5ccccc45)c3c2)cc1,Clc1cccc(CBr)c1
Cn1cc(Br)c2ccc(F)nc21,OCc1ccccn1
CCO,O=C1c2cc(Cl)ccc2-c2csc(N3C(=O)c4ccccc4C3=O)c21
C=CC(=O)OC(CC)CCCCC,CC([N+](=O)[O-])[N+](=O)[O-]
BrCc1ccccc1,COc1ccc(O)c(C(=O)O)c1
COC(C)(C)OC,O=C(Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O)c1ccccc1
CNNC,O=c1oc(-c2cc(Br)cn2-c2ncccc2Cl)nc2c(Br)cc(Br)cc12
COC(=O)CC1NCCc2c1ccc(F)c2Br,COC(=O)CC1c2ccc(F)c(Br)c2CCN1C(C)=O
CC(=O)OCC=C(C)CCl,O=S(=O)(O)O
CCS,N#Cc1ncccc1Cl
C1CCNCC1,O=C(CNC(=O)c1cccc(C(F)(F)F)c1)NCC1CCN(Cc2ccc(C(=O)O)cc2)CC1
CCNC(=O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(-c2ccc3c(c2)c(=O)c(C(=O)OCC)cn3C[C@H]2CCNC2)cn1,O=CCN1CCOCC1
O=C(O)CCCBr,OCC(Cl)(Cl)Cl
CC(C)(C)[Si](C)(C)Cl,Oc1cccc2[nH]ccc12
C=CCOC(=O)C(Cc1cccc(C(F)(F)F)c1)C(=O)OCC=C,O=C(CBr)c1ccc(Br)cc1
BrCc1ccccc1,O=C(O)c1cc(OCc2ccccc2)c(F)c(F)c1Nc1ccccc1F
BrCc1ccccc1,CC(=O)c1c(O)cc(O)cc1O
CCOC(=O)CCc1cn(Cc2ccc(O)cc2)nc1O,ClCc1cccnc1
ClCc1cc2ccccc2s1,[C-]#N
CCI,Nc1cccc(S)c1
Cc1ccc(S(=O)(=O)Oc2nn3c(-c4ccccc4F)nnc(C)c3c2C2CCCC2)cc1,Cn1ncnc1CO
CI,COC(=O)C=C(C)c1ccc2scc(-c3cc(C(C)C)cc(C(C)C)c3O)c2c1
Nc1cc(I)ccc1C(=O)O,O=S(=O)(Cl)c1cccc2nccnc12
CC1(C)C(=O)Oc2ccc3ccc(C(O)C(F)(F)F)cc3c21,Cc1ccc(S(=O)(=O)Cl)cc1
CC1(C)COc2c(Br)cc(C=O)cc21,O=[Mn](=O)(=O)[O-]
COC(=O)C(C)n1cccn1,FC(F)(F)Oc1ccc(Br)cc1
C(=NC(c1ccccc1)c1ccccc1)c1ccccc1-c1noc2ccccc12,Fc1ccc(CBr)cc1
O=Cc1cccc([N+](=O)[O-])c1,c1cncc(-c2cnc3[nH]ccc3c2)c1
CC(=O)c1ccccc1CN1CCN(C)CC1,O=Cc1ccc(C=CC(=O)O)cc1
C[C@H](N)CO,O=[N+]([O-])c1ccccc1S(=O)(=O)Cl
CCNCC,N#Cc1ccc(Oc2ccc3c(c2)COB3O)c(OCC(=O)O)c1
C=C1CC(=O)O1,NCCBr
CC(N)c1ccc(O)cc1,O=C(Cl)OCc1ccccc1
COC(=O)c1c(CBr)c(=O)c2ccc(C(F)(F)F)nc2n1-c1ccccc1,[N-]=[N+]=[N-]
CCOC(=O)C(Cl)C(C)=O,Oc1ccc2c(c1)OCO2
C1CCOC1,O=C([O-])Cc1cccc(N=C(c2ccccc2)c2ccccc2)n1
C=Cc1cncc(OC(C)(C)C)n1,O=S([O-])[O-]
COC(=O)CC(=O)C(C)(C)C,NO
CC(C)(C)C(=O)OCI,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnnn2C(c2ccccc2)(c2ccccc2)c2ccccc2)cc1
BrCCCCCCCc1ccc(OCc2ccccc2)cc1,O=S([O-])[O-]
NC(=O)c1ccc(C(F)(F)F)cc1N,O=Cc1ccc(Cl)cc1
CC(C)=CC(=O)O,[N-]=[N+]=[N-]
CN1CCc2[nH]c3ccccc3c2C1,O=C1CCC(=O)N1Br
Cc1ccc(C(=O)CBr)cc1C,Nc1ncnn1-c1nc2ccccc2[nH]1
CCCc1ccc(C(=O)C=O)cc1,N#C/C(N)=C(/N)C#N
CCOC(=O)C1CCCNC1,O=C(Cl)OCc1ccccc1
CCCc1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,O=CC1CCC(=O)CC1
CC(C)(C)n1cc(CCl)cn1,N#CCC#N
N#Cc1ccc2c(c1)c(Br)nn2C1CCCCO1,OO
COc1ccc(S(=O)(=O)Cl)cc1,O=C(O)CNCC(=O)O
CCCCCCCCCC(Br)C(=O)OCC,Oc1ccc(C2=CCCCCC2)cc1
Br,Nc1cccc2ncccc12
Cc1cc(=O)c(-c2ccc(Oc3ccc(Cl)cc3)cc2)c(C)o1,NO
O=C(O)c1cc(Br)ccc1O,OB(O)Oc1ccccc1
COCCOCCl,OCCCCCO
COP(=O)(OC)C(OC1CCCCO1)c1cccc(C#N)c1,O=Cc1ccncc1
COC(=O)COc1cccc(O)c1C(C)=O,O=Cc1ccc(Br)cc1
CC(C)(CF)C(=O)Cn1cncn1,CI
Cc1nc(N)ccc1Br,Cl
COC1=CC(OC)=NN(Cl)N1,O=C(O)c1c(O)cccc1Cl
CC1CN(Cc2ccc(Cl)cc2)C(C)CN1,ClCCCBr
NS(=O)(=O)C1=CC2=C(O)CCSC2S1,OCCO
CC1(C)OB(c2ccc3cc(NC(=O)c4ccsc4)ccc3c2)OC1(C)C,O=C1Cc2cc(Br)ccc2N1
O=C(Nc1cc2c(Br)cccn2n1)C1CC1,O=Cc1ccc(B(O)O)cc1
Cn1nc2cccc(Cl)c2c1S(=O)[O-],NOS(=O)(=O)O
COC(=O)C1=C(O)c2ccccc2S(=O)(=O)N1,COS(=O)(=O)OC
Nc1ccccc1C(=O)O,O=C1OCCC1Br
CCOC(=O)Cl,COC(OC)C(C)N
CCCCN,O=C1CCC(=O)O1
C1CCOC1,COC(=O)C=Cc1nn(C(=O)OC(C)(C)C)c2ccc(OC)cc12
CC(=O)c1ccc(O)cc1O,NO
COc1ccccc1CN[C@H]1CCCN(CCCC(=O)c2ccccc2)[C@H]1c1ccccc1,NO
CCCC[Sn](CCCC)(CCCC)c1ccnnc1,C[C@H](Nc1nc(N)ncc1C#N)c1nc2cccc(Cl)c2c(=O)n1-c1ccccc1
CC(C)(C)OC(=O)C(C)(C)Sc1nc(CCO)cs1,Clc1ncc(Br)cn1
CC(=O)C(CCC(=O)O)(Cc1ccccc1Br)c1ccccc1,O=Cc1ccc(Cl)cc1
II,Oc1cccnc1Cl
C#CC(C)(C)Cl,OC1CCNCC1
CC(C)(C)NN,O=C(O)C(=O)c1ccccc1
CC(C)(C)[Si](C)(C)OC[C@H]1CNC[C@@H]1c1ccco1,COC(=O)c1ccc(OC(=O)Cl)cc1
C1COCCN1,O=C1CCN(Cc2ccccc2)CC1c1ccccc1
C=CCC(CCOCc1ccccc1)O[Si](CC)(CC)CC,C[N+]1([O-])CCOCC1
NOS(=O)(=O)O,c1c[nH]cn1
Brc1ccccn1,N#CCc1ccc(F)cc1
CCOC(=O)CBr,ON=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1
CCOc1ccc(CCl)cc1,Cc1c(O)ccc(C=O)c1O
CC(C)(C)OC(=O)N1CCN(c2ccc(CO)cc2)CC1,OCCF
Fc1cc(Br)cc(F)c1CBr,[C-]#N
COc1ccccc1B(O)O,Clc1cc(Nc2ccc(CNc3nc4ccccc4[nH]3)cc2)ncn1
CC(C)(C)NCC(O)COc1ccccc1C(=O)CCc1cccc2[nH]cc(Cl)c12,CCO
NC(Cc1ccc(C(F)(F)F)o1)C(O)c1ccc(F)cc1,O=C(Cl)CCc1ccccc1
CC(C)=O,O=C1CC2(CCCCC2)CN1
C[Si](C)(C)C(F)(F)F,Cc1cc(C(=O)C(C)c2ccc(Oc3ccc(C#N)cc3)cc2Cl)ccn1
CC(=O)O,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=N)NC3=O)cc1)O2
CC(C)OCCO,COc1cc(F)cc2nc(-c3cc(C)nc(C)c3)[nH]c(=O)c12
CCOC(=O)C(CC)Oc1ccc(Nc2ccc(C(F)(F)F)cc2N)cc1,O=[N+]([O-])[O-]
C=CCCI,CC(C)(O)c1cc(CC(C#N)C#N)no1
BrBr,COC(=O)c1ncc(C(F)(F)F)cc1N
COc1cn(-c2ccc(OS(=O)(=O)C(F)(F)F)cc2F)nc(-c2ccnn2-c2ccccc2)c1=O,Cc1noc(C)c1B(O)O
COC(=O)c1ccc([C@@H](C)O)cc1,Oc1ccccc1
Cc1noc(C)c1S(=O)(=O)Cl,Nc1ccc(Cl)cc1
C#Cc1cccc(N)c1,COCCOc1cc2ncnc(Cl)c2cc1OCCOC
CCCCCCCCCCCC(=O)Cl,N=C(N)NCCC[C@H](N)C(=O)O
CC(C)(C)OC(=O)c1cc2[nH]ccc2cn1,COCCCBr
CCOC(C)=O,N#Cc1ccc(Br)cc1[N+](=O)[O-]
BrCc1ccccc1,O=[N+]([O-])c1cc(O)ccc1Cl
CCOC(=O)COc1ccc(CCCS(=O)(=O)c2ccc(Cl)cc2)cc1NC(=O)c1cccc(OCc2nc(C(C)(C)C)cs2)c1,CN(C)C=O
CCOP(=O)(CC#N)OCC,Cn1cc2c3c(ccc2n1)CCC3=O
CN(Cc1c[nH]c(-c2cccnc2F)c1F)C(=O)OC(C)(C)C,O=S(=O)(Cl)C1CCCCC1
NC(CC(=O)O)c1ccccc1,O=S(=O)(Cl)c1c(Cl)cc(Cl)cc1Cl
Cc1ccc(-c2cn(C)c(I)n2)s1,Cc1ccc(B2OC(C)(C)C(C)(C)O2)s1
COC(=O)c1nc(-c2ccc(C=O)c(F)c2)c(F)c(N)c1Cl,COP(=O)(OC)C(=[N+]=[N-])C(C)=O
C1COCCO1,CCOC(=O)c1cc(-c2ccc(OC)cc2)nc(N)c1C(=O)OCC
CN(C)C=O,O=c1c2ccc(Cl)cc2oc2c(OCc3ccccc3)cccc12
C[S-],O=[N+]([O-])c1ccc(Cl)nc1
CN1CCN(c2cc(Cl)cc(CS(=O)(=O)c3ccc(F)cc3)c2N)CC1,O=N[O-]
CC(=O)[O-],COC(=O)C=C(CC(=O)OC)NCCCl
COc1cc2c(CCl)nn(Cc3cn(C(c4ccccc4)(c4ccccc4)c4ccccc4)cn3)c2cc1OC,[C-]#N
CC(C)(C)[Si](C)(C)Cl,N#Cc1ccc(Cl)cc1NC(CCO)c1ccccc1
CO[C@@H]1[C@@H](O)[C@@H](OC)C(NC2=CC(=O)c3c(cc4c(c3O)C(=O)[C@]3(OC)[C@H](O)Cc5cc(C)c(C(=O)O)c(O)c5[C@]3(O)C4=O)C2=O)O[C@H]1C,On1nnc2ccccc21
COc1cccc(-c2c(C)sc3nc(C)cc(N)c23)c1,O=S(=O)(Cl)Cc1ccccc1
FC(F)(F)c1ccc(Cl)nc1,Oc1cc(F)cc(Br)c1
CC1(C)c2ccccc2-c2ccc(Br)cc21,O=C1OC(=O)c2ccccc21
C1CCOC1,C=Cc1cn(-c2ccc(C(C)C)cc2)c2cnc(-c3c(CC)cccc3CC)cc12
CC1(C(=O)Cl)CCCCC1,CN[C@H](Cc1ccccn1)CN1CCN(c2ccccc2OC)CC1
CC(C)(C)[Si](C)(C)OCCNCc1ccc(F)cc1,O=C(O)c1nc(CC2(c3ccccc3)CCCC2)nc(O)c1OCc1ccccc1
CCOC(/C=C/B1OC(C)(C)C(C)(C)O1)OCC,Nc1ncc(I)c2onc(-c3ccc(Oc4ccccc4)cc3)c12
CCOP(=O)(CCOC(C)=O)OCC,O=Cc1cn(-c2ccccc2)nc1OCc1ccccc1
CC(C)[Si](Cl)(C(C)C)C(C)C,CN(C)Cc1c[nH]c2ncccc12
Cc1ccc(S(=O)(=O)OC[C@@H](O)CP(C)(=O)OCC(C)C)cc1,[N-]=[N+]=[N-]
CONCc1nc2c(N)nc3cc(Br)cnc3c2n1CC(C)(C)O,OB(O)c1cccnc1
COc1cc(OC)c2cn[nH]c(=O)c2c1,O=P(Cl)(Cl)Cl
CC(C)[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,O=C(Cl)c1ccccc1
CON(C)C(=O)c1ccccc1,Cc1ncc(Br)n1C
CN(C)CCS,O=C(CCl)Nc1ccc([N+](=O)[O-])cc1Cl
COC(=O)C1CCCC(CC=O)N1C(=O)OCc1ccccc1,COC(OC)OC
NCCc1ccc(O)cc1,O=C(Cl)OCc1ccccc1
CCOC(=N)c1ccccc1,NCC(=O)O
Nc1nccs1,O=CC(CO)OC(C=O)n1cnc2c(=O)[nH]cnc21
C1CN2CCN1CC2,CSc1nc(-c2ccncc2)c(-c2cccc(C(F)(F)F)c2)c(=O)n1C
C=C(C)C,CCCC(CCCN)C(=O)O
C=O,NC(=O)[C@@H]1C[C@@H](O)CN1
COC(=O)/C=C/c1ccc(-c2ccc(O)c(C34CC5CC(CC(C5)C3)C4)c2)cc1,N#CCBr
COc1ccc(-c2n[nH]c(=S)nc2-c2ccc(OC)cc2)cc1,[OH-]
NNc1ccc(F)cc1,O=C1CCCC(=O)C1
O=Cc1ccc(F)c(F)c1,OCc1ccc(F)cn1
C=CCc1ccc(O)c(OC)c1,CCOC(C)=O
Cn1c(=O)n(CCCOC2CCCCO2)c(=O)c2c(C(O)c3ccc(Cl)cc3)c(Oc3cccc(OC(F)(F)F)c3)sc21,O=C(O)C(F)(F)F
C=C(C)OC,CC(C)(C)OC(=O)N[C@H](CO)CC1(COCc2ccccc2)CC1
CCOc1cc(C=O)ccc1O,COc1ccc(CCl)cn1
CN(C)N1CCC(=O)CC1,[C-]#N
N#Cc1ccc(F)c(F)c1,SCc1ccccc1
Cc1nc(N(C)c2ccc(N)cc2)c2ccccc2n1,N#C[O-]
CCc1nc(CO)c(CO)[nH]1,[O-]Cl
CCOC(=O)C(C)(C)Cc1c(C(=O)C(C)(C)C)c2cc(C(C)C)ccn2c1C(=O)Nc1ccc(Br)cc1,COc1ccc(B(O)O)cn1
CC(=O)Cl,Nc1ccc(N2CCCCC2)cc1
CC(NC1CC1)c1cc(F)cc(C(F)(F)F)c1,COCCCO
COC(=O)Nc1nc2cc(C(=O)c3ccc(F)cc3)ccc2[nH]1,CON
C1COCCN1,Cc1cc(OCCBr)cc2[nH]c(C(=O)NC3CCCCC3)cc12
CCN1CCN(c2nc(-c3ccc(O)cc3)cc3ccccc23)CC1,CCOC(=O)CBr
CCNC,ClCCCCCCOc1ccc(Br)cc1
CCOC(C#CC(=O)OC)OCC,Oc1ccc(C(F)(F)F)cc1
C=CCCC=O,c1ccc(-c2nc3c(nc2-c2ccccc2)NCCC3)cc1
CC(CCOC(=O)c1cnc(S(C)(=O)=O)nc1C)=C(F)F,Sc1ccccc1
O=C1COCCN1c1ccccc1,O=[N+]([O-])O
II,OCCc1ccc(O)cc1
CNC,CO[C@@H]1[C@@H](O)[C@@H](OC)C(NC2=CC(=O)c3c(cc4c(c3O)C(=O)[C@]3(OC)[C@H](O)Cc5cc(C)c(C(=O)O)c(O)c5[C@]3(O)C4=O)C2=O)O[C@H]1C
CC(CN)c1ccc(O)cc1,O=C(Cl)OCc1ccccc1
COc1nc(Nc2ccc(OC(F)F)cc2)ncc1CCl,O=c1ccc2cc(O)ccc2[nH]1
CN(C)c1cccc(N)c1,CS(=O)(=O)Cl
CC(C)(C)OC(=O)N1CCO[C@@H](c2ccc(Cl)c(F)c2)[C@H](CNC(=O)c2ncccc2N)C1,CS(=O)(=O)Cl
CC(C)C[C@H](NC(=O)OC(C)(C)C)C(=O)O,c1ccc(C(c2ccccc2)N2CCNCC2)cc1
Nc1ccc(N)cc1,O=C1C=CC(=O)O1
Clc1ncc(Br)cn1,OCCN1CCCC1
N#Cc1c(OCc2ccccc2)cncc1OCc1ccccc1,O=C([O-])[O-]
FC(F)(F)c1cccc(Cl)n1,O=Cc1ccccc1
C1CCNC1,O=C(CCl)Nc1ccc(Oc2ccc3c(c2)CCC(c2ccccc2)O3)nc1
CCCI,CCOC(=O)C[C@@H]1CCc2cc(OCCCOc3ccc(-c4nc5c(s4)CCCC5)cc3O)ccc21
CC(=O)[O-],N#Cc1cnc2c(NC(=O)c3c(Cl)cccc3Cl)cccc2c1CBr
O=C(O)CCCBr,OCc1ccccc1
CC(=O)OCCCCOc1cc(C=O)cc(-c2ccccc2)c1,CC(=O)OC[C@H]1O[C@@H](n2c(N)nc3ccccc32)[C@H](OC(C)=O)[C@@H]1OC(C)=O
CO,Cc1ccc(-c2c(N)oc3c(C(C)(C)C)cc(C(C)(C)C)cc23)cc1C
Nc1cncnc1,O=[N+]([O-])c1ccc(Br)nc1
C1COCCO1,C=C1CC(C#N)(COC)C1
CCI,CCOC(=O)c1c[nH]c2c(F)c(C)c(F)cc2c1=O
CC(C)(C)OC(=O)CON,O=CNc1nc(C(=O)C(=O)O)cs1
Br[Mg]C1CC1,CC1(C)OC(=O)C(=Cc2cccc(O)c2)C(=O)O1
COc1cccc2c1nc(C(F)F)n2-c1nc(N2CCOCC2)c2ncn(C3CCNCC3)c2n1,CS(=O)(=O)Cl
CCOC(=O)c1ccc(Oc2ccc(N)cn2)cc1,Cc1ccc(C(=O)O)cc1C
CC(=O)c1cc(C)cc(Br)c1O,COc1ccc(C=O)cc1Cl
N#CCc1cc(-c2nn(-c3c(F)cccc3F)c3c(Cl)c[nH]c(=O)c23)cs1,O=C([O-])[O-]
C1CCOC1,CC(=O)Cn1c(Oc2ccc(-n3c4ncccc4n4ccnc34)cc2)nc2ccccc21
CC1=C(c2ccccc2)C(=O)N(C(C)(C)C(=O)Nc2cc(Cl)cc(Cl)c2)CO1,CI
CC(C)(C)OC(=O)N[C@@H](c1ccccc1)c1cccc(O)c1,O=Cc1ccc(OCCBr)cc1
CCOC(=O)CCc1cn(Cc2ccc(O)cc2)cc1-c1ccccc1,ClCc1csc(-c2cccs2)n1
CC(=O)c1c(C)c[nH]c1C,CC(C)=O
C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,NO
CC(C)(C)[Si](C)(C)OC[C@H]1CCC(=O)N1Cc1nc(/C=C/C(=O)O)cs1,CCCCI
COC(=O)CBr,Oc1c(I)cc(-c2c3ccccc3cc3sc4ccccc4c23)cc1I
Fc1cnccc1-c1nc2cc(C(F)(F)F)ccc2o1,OCC(F)(F)C(F)(F)F
O=C(NC[C@H](Cc1ccc(F)c(F)c1)C(=O)N1C(=O)OC[C@H]1Cc1ccccc1)OCc1ccccc1,OO
COCOc1ccc(C2COc3cc(OCOC)ccc3C2(O)c2ccc(OCCCCCCl)cc2)cc1,[I-]
CC(C)=CCC/C(C)=C/CBr,COC(=O)c1ccc(O)cc1O
CCCC(CCC)C(=O)Cl,NCC(=O)O
CCCCCCBr,Cc1c(I)c[nH]c(=O)c1[N+](=O)[O-]
Fc1ccc(C(Br)(CBr)CBr)c(F)c1,c1nc[nH]n1
CC(C)C(=O)Oc1ccc2c(c1Cl)Sc1ccccc1N2,CI
CN(C)C=CC(=O)C1CC1,NC(=O)C[N+](=O)[O-]
